num_vertices,rec_param,λ,alg_sol_cost,hurwicz_sol_cost,experiment_num,alg_eval_cost,hurwicz_eval_cost
6,0,0.25,27.569768912005728,27.1773266840043,1,27.01549499134094,27.01549499134094
6,0,0.25,27.569768912005728,27.1773266840043,2,27.13751909861375,27.13751909861375
6,0,0.25,27.569768912005728,27.1773266840043,3,26.68623466705536,26.68623466705536
6,0,0.25,27.569768912005728,27.1773266840043,4,26.24793195652086,26.24793195652086
6,0,0.25,27.569768912005728,27.1773266840043,5,26.292316617886915,26.292316617886915
6,0,0.75,27.569768912005728,26.392442228001432,1,27.019079438154616,27.019079438154616
6,0,0.75,27.569768912005728,26.392442228001432,2,27.373635824711865,27.373635824711865
6,0,0.75,27.569768912005728,26.392442228001432,3,27.26351176999469,27.26351176999469
6,0,0.75,27.569768912005728,26.392442228001432,4,27.13297712408432,27.13297712408432
6,0,0.75,27.569768912005728,26.392442228001432,5,27.108142328941963,27.108142328941963
6,0,0.25,27.569768912005728,27.1773266840043,1,27.11741410593742,27.11741410593742
6,0,0.25,27.569768912005728,27.1773266840043,2,26.12289836239294,26.12289836239294
6,0,0.25,27.569768912005728,27.1773266840043,3,26.69459176965457,26.69459176965457
6,0,0.25,27.569768912005728,27.1773266840043,4,26.80205116705526,26.80205116705526
6,0,0.25,27.569768912005728,27.1773266840043,5,26.98650826996186,26.98650826996186
6,0,0.75,27.569768912005728,26.392442228001432,1,27.085917395690938,27.085917395690938
6,0,0.75,27.569768912005728,26.392442228001432,2,26.156997176820468,26.156997176820468
6,0,0.75,27.569768912005728,26.392442228001432,3,26.569229631636755,26.569229631636755
6,0,0.75,27.569768912005728,26.392442228001432,4,27.124571871170275,27.124571871170275
6,0,0.75,27.569768912005728,26.392442228001432,5,26.27488181929019,26.27488181929019
