num_vertices,rec_param,alg_sol_cost,minmax_sol_cost,experiment_num,alg_eval_cost,minmax_eval_cost
101,0,20151.592949267993,20151.592949267993,1,19530.269266878095,19530.269266878095
101,0,20151.592949267993,20151.592949267993,2,19432.027933824298,19432.027933824298
101,0,20151.592949267993,20151.592949267993,3,19445.436910353987,19445.436910353987
101,0,20151.592949267993,20151.592949267993,4,19452.030197078733,19452.03019707873
101,0,20151.592949267993,20151.592949267993,5,19467.03623596151,19467.03623596151
101,0,20151.592949267993,20151.592949267993,6,19580.153527118116,19580.15352711812
101,0,20151.592949267993,20151.592949267993,7,19453.893058507143,19453.893058507136
101,0,20151.592949267993,20151.592949267993,8,19459.248581364274,19459.248581364274
101,0,20151.592949267993,20151.592949267993,9,19412.44930405265,19412.44930405265
101,0,20151.592949267993,20151.592949267993,10,19488.99771468171,19488.99771468171
101,5,20059.743975184636,20151.592949267993,1,19401.924647856176,19523.647191215623
101,5,20059.743975184636,20151.592949267993,2,19307.70639084559,19428.26689318625
101,5,20059.743975184636,20151.592949267993,3,19270.187437135894,19416.381892171994
101,5,20059.743975184636,20151.592949267993,4,19225.519452299697,19379.70114359701
101,5,20059.743975184636,20151.592949267993,5,19277.700107128585,19413.45354094554
101,5,20059.743975184636,20151.592949267993,6,19265.31537278783,19395.0345603041
101,5,20059.743975184636,20151.592949267993,7,19302.88754100723,19446.63965720457
101,5,20059.743975184636,20151.592949267993,8,19320.84732057294,19478.234956198114
101,5,20059.743975184636,20151.592949267993,9,19298.047151861345,19416.09696301224
101,5,20059.743975184636,20151.592949267993,10,19348.085461760595,19475.479895320423
101,10,20013.842723335827,20151.592949267993,1,19302.065806083614,19453.91157436276
101,10,20013.842723335827,20151.592949267993,2,19181.672748033696,19372.02559968581
101,10,20013.842723335827,20151.592949267993,3,19309.370741086117,19501.668018580756
101,10,20013.842723335827,20151.592949267993,4,19380.68355153301,19563.616119714323
101,10,20013.842723335827,20151.592949267993,5,19351.276787443712,19491.40579282829
101,10,20013.842723335827,20151.592949267993,6,19284.620666436935,19429.301288353516
101,10,20013.842723335827,20151.592949267993,7,19258.344421657453,19448.913457550352
101,10,20013.842723335827,20151.592949267993,8,19285.632160520276,19503.318072188482
101,10,20013.842723335827,20151.592949267993,9,19319.946571262964,19464.49603256587
101,10,20013.842723335827,20151.592949267993,10,19275.372833137386,19430.836136270074
101,25,19950.269966564607,20151.592949267993,1,19179.18079634063,19389.5477443183
101,25,19950.269966564607,20151.592949267993,2,19217.423972309203,19454.699099880792
101,25,19950.269966564607,20151.592949267993,3,19201.769888919524,19448.248377124004
101,25,19950.269966564607,20151.592949267993,4,19207.8709652436,19445.412925795965
101,25,19950.269966564607,20151.592949267993,5,19182.111236614186,19420.854602546653
101,25,19950.269966564607,20151.592949267993,6,19184.00736145192,19417.560474823073
101,25,19950.269966564607,20151.592949267993,7,19236.000813474566,19466.67104081716
101,25,19950.269966564607,20151.592949267993,8,19240.69135601405,19468.77073598432
101,25,19950.269966564607,20151.592949267993,9,19158.478793808685,19391.67073423682
101,25,19950.269966564607,20151.592949267993,10,19251.460603964217,19477.76800670043
101,50,19950.269966564607,20151.592949267993,1,19231.399699902606,19447.666124167987
101,50,19950.269966564607,20151.592949267993,2,19218.03885359151,19416.593275687344
101,50,19950.269966564607,20151.592949267993,3,19200.00532254367,19395.8201747456
101,50,19950.269966564607,20151.592949267993,4,19243.9409599532,19480.93921193912
101,50,19950.269966564607,20151.592949267993,5,19210.51493194113,19495.410608834292
101,50,19950.269966564607,20151.592949267993,6,19296.2392970591,19557.395086107004
101,50,19950.269966564607,20151.592949267993,7,19125.503705225412,19349.846789236744
101,50,19950.269966564607,20151.592949267993,8,19185.112494600067,19419.80626812167
101,50,19950.269966564607,20151.592949267993,9,19144.334119853946,19374.974941465956
101,50,19950.269966564607,20151.592949267993,10,19283.808546224634,19496.771516599205
